Index,Outer Diameter(m),Core Diameter Percentage(%),Beam Height(m),Beam Starting Width(m),Radial Limit Percentage(%),Circle Amount,Force(kN/m2),Concrete Volume(m3),Deflection Nodal Hybrid(m),Deflection Linear Hybrid(m),Deflection Avg Hybrid (m),Deflection Nodal Web(m),Deflection Linear Web(m),Deflection Avg Web (m),Deflection Nodal Waffle(m),Deflection Linear Waffle(m),Deflection Avg Waffle (m),Deflection Areal Concrete(m),Material Efficiency Hybrid (m/m3),Material Efficiency Web (m/m3),Material Efficiency Waffle (m/m3),Material Efficiency Areal Concrete (m/m3)
1220,30,17.3,1.0,0.5,27,14,10.0,225,0.058,0.064,0.0616,0.056,0.072,0.06559999999999999,0.126,0.138,0.13319999999999999,0.173,0.0002737777777777778,0.00029155555555555553,0.000592,0.0007688888888888888
1221,30,17.4,1.0,0.5,27,14,10.0,224,0.058,0.063,0.061,0.056,0.072,0.06559999999999999,0.126,0.137,0.1326,0.172,0.0002723214285714286,0.00029285714285714283,0.0005919642857142857,0.0007678571428571428
1222,30,17.5,1.0,0.5,27,14,10.0,224,0.058,0.063,0.061,0.056,0.072,0.06559999999999999,0.125,0.136,0.1316,0.172,0.0002723214285714286,0.00029285714285714283,0.0005875,0.0007678571428571428
1223,30,17.6,1.0,0.5,27,14,10.0,224,0.057,0.063,0.0606,0.056,0.072,0.06559999999999999,0.125,0.136,0.1316,0.171,0.0002705357142857143,0.00029285714285714283,0.0005875,0.0007633928571428572
1224,30,17.7,1.0,0.5,27,14,10.0,226,0.058,0.063,0.061,0.055,0.071,0.06459999999999999,0.124,0.135,0.1306,0.168,0.00026991150442477876,0.00028584070796460175,0.0005778761061946903,0.0007433628318584072
1225,30,17.8,1.0,0.5,27,14,10.0,225,0.058,0.063,0.061,0.055,0.071,0.06459999999999999,0.123,0.134,0.1296,0.168,0.00027111111111111113,0.0002871111111111111,0.000576,0.0007466666666666667
1226,30,17.9,1.0,0.5,27,14,10.0,225,0.058,0.063,0.061,0.055,0.071,0.06459999999999999,0.122,0.134,0.1292,0.167,0.00027111111111111113,0.0002871111111111111,0.0005742222222222223,0.0007422222222222222
1227,30,18.0,1.0,0.5,27,14,10.0,238,0.056,0.061,0.059000000000000004,0.054,0.068,0.062400000000000004,0.118,0.129,0.12459999999999999,0.15,0.00024789915966386556,0.00026218487394957986,0.0005235294117647058,0.0006302521008403361
1228,30,18.1,1.0,0.5,27,14,10.0,238,0.056,0.061,0.059000000000000004,0.054,0.068,0.062400000000000004,0.117,0.128,0.1236,0.15,0.00024789915966386556,0.00026218487394957986,0.000519327731092437,0.0006302521008403361
1229,30,18.2,1.0,0.5,27,14,10.0,238,0.056,0.061,0.059000000000000004,0.054,0.068,0.062400000000000004,0.117,0.127,0.12300000000000001,0.149,0.00024789915966386556,0.00026218487394957986,0.0005168067226890757,0.0006260504201680672
1230,30,18.3,1.0,0.5,27,14,10.0,238,0.056,0.061,0.059000000000000004,0.054,0.068,0.062400000000000004,0.116,0.127,0.12260000000000001,0.148,0.00024789915966386556,0.00026218487394957986,0.0005151260504201681,0.0006218487394957983
1231,30,18.4,1.0,0.5,27,14,10.0,239,0.056,0.061,0.059000000000000004,0.054,0.067,0.0618,0.115,0.126,0.12160000000000001,0.146,0.0002468619246861925,0.0002585774058577406,0.0005087866108786611,0.0006108786610878661
1232,30,18.5,1.0,0.5,27,14,10.0,239,0.056,0.061,0.059000000000000004,0.053,0.067,0.061399999999999996,0.115,0.125,0.121,0.146,0.0002468619246861925,0.00025690376569037656,0.000506276150627615,0.0006108786610878661
1233,30,18.6,1.0,0.5,27,14,10.0,239,0.056,0.06,0.0584,0.053,0.067,0.061399999999999996,0.114,0.125,0.1206,0.145,0.00024435146443514645,0.00025690376569037656,0.000504602510460251,0.000606694560669456
1234,30,18.7,1.0,0.5,27,14,10.0,239,0.056,0.06,0.0584,0.053,0.067,0.061399999999999996,0.114,0.124,0.12,0.145,0.00024435146443514645,0.00025690376569037656,0.0005020920502092051,0.000606694560669456
1235,30,18.8,1.0,0.5,27,14,10.0,239,0.055,0.06,0.057999999999999996,0.053,0.067,0.061399999999999996,0.113,0.124,0.1196,0.144,0.0002426778242677824,0.00025690376569037656,0.000500418410041841,0.0006025104602510459
1236,30,18.9,1.0,0.5,27,14,10.0,239,0.055,0.06,0.057999999999999996,0.053,0.067,0.061399999999999996,0.113,0.123,0.119,0.143,0.0002426778242677824,0.00025690376569037656,0.000497907949790795,0.000598326359832636
1237,30,19.0,1.0,0.5,27,14,10.0,240,0.056,0.06,0.0584,0.053,0.066,0.06080000000000001,0.112,0.122,0.11800000000000001,0.141,0.00024333333333333333,0.0002533333333333334,0.0004916666666666667,0.0005874999999999999
1238,30,19.1,1.0,0.5,27,14,10.0,240,0.056,0.06,0.0584,0.053,0.066,0.06080000000000001,0.112,0.121,0.1174,0.141,0.00024333333333333333,0.0002533333333333334,0.0004891666666666667,0.0005874999999999999
1239,30,19.2,1.0,0.5,27,14,10.0,240,0.055,0.06,0.057999999999999996,0.052,0.066,0.0604,0.111,0.121,0.11699999999999999,0.14,0.00024166666666666664,0.0002516666666666667,0.0004875,0.0005833333333333334
1240,30,19.3,1.0,0.5,27,14,10.0,240,0.055,0.06,0.057999999999999996,0.052,0.066,0.0604,0.11,0.12,0.11599999999999999,0.14,0.00024166666666666664,0.0002516666666666667,0.0004833333333333333,0.0005833333333333334
1241,30,19.4,1.0,0.5,27,14,10.0,239,0.055,0.059,0.05739999999999999,0.052,0.066,0.0604,0.11,0.12,0.11599999999999999,0.139,0.00024016736401673638,0.0002527196652719665,0.0004853556485355648,0.0005815899581589959
1242,30,19.5,1.0,0.5,27,14,10.0,239,0.055,0.059,0.05739999999999999,0.052,0.065,0.0598,0.109,0.119,0.11499999999999999,0.138,0.00024016736401673638,0.0002502092050209205,0.00048117154811715476,0.0005774058577405858
1243,30,19.6,1.0,0.5,27,14,10.0,239,0.055,0.059,0.05739999999999999,0.052,0.065,0.0598,0.109,0.119,0.11499999999999999,0.138,0.00024016736401673638,0.0002502092050209205,0.00048117154811715476,0.0005774058577405858
1244,30,19.7,1.0,0.5,27,14,10.0,241,0.055,0.059,0.05739999999999999,0.052,0.065,0.0598,0.108,0.118,0.11399999999999999,0.136,0.00023817427385892112,0.00024813278008298755,0.0004730290456431535,0.0005643153526970955
1245,30,19.8,1.0,0.5,27,14,10.0,240,0.055,0.059,0.05739999999999999,0.052,0.065,0.0598,0.107,0.117,0.113,0.135,0.00023916666666666663,0.0002491666666666667,0.00047083333333333336,0.0005625000000000001
1246,30,19.9,1.0,0.5,27,14,10.0,240,0.055,0.059,0.05739999999999999,0.052,0.065,0.0598,0.107,0.117,0.113,0.135,0.00023916666666666663,0.0002491666666666667,0.00047083333333333336,0.0005625000000000001
1247,30,20.0,1.0,0.5,27,14,10.0,240,0.055,0.059,0.05739999999999999,0.051,0.064,0.0588,0.106,0.116,0.11199999999999999,0.134,0.00023916666666666663,0.000245,0.0004666666666666666,0.0005583333333333333
1248,30,4.5,1.0,0.5,30,14,10.0,119,0.096,0.109,0.1038,0.1,0.14,0.12400000000000001,0.304,0.336,0.3232,0.793,0.0008722689075630252,0.001042016806722689,0.002715966386554622,0.006663865546218488
1249,30,4.6,1.0,0.5,30,14,10.0,119,0.096,0.109,0.1038,0.099,0.14,0.12360000000000002,0.303,0.335,0.32220000000000004,0.791,0.0008722689075630252,0.001038655462184874,0.0027075630252100845,0.006647058823529412
1250,30,4.7,1.0,0.5,30,14,10.0,119,0.096,0.109,0.1038,0.099,0.139,0.123,0.303,0.335,0.32220000000000004,0.79,0.0008722689075630252,0.0010336134453781513,0.0027075630252100845,0.006638655462184874
1251,30,4.8,1.0,0.5,30,14,10.0,120,0.096,0.109,0.1038,0.099,0.139,0.123,0.301,0.333,0.32020000000000004,0.782,0.000865,0.001025,0.0026683333333333338,0.006516666666666667
1252,30,4.9,1.0,0.5,30,14,10.0,119,0.096,0.109,0.1038,0.099,0.14,0.12360000000000002,0.302,0.335,0.32180000000000003,0.792,0.0008722689075630252,0.001038655462184874,0.0027042016806722692,0.0066554621848739495
1253,30,5.0,1.0,0.5,30,14,10.0,121,0.097,0.11,0.1048,0.098,0.137,0.12140000000000001,0.297,0.328,0.3156,0.762,0.0008661157024793389,0.001003305785123967,0.0026082644628099175,0.006297520661157025
1254,30,5.1,1.0,0.5,30,14,10.0,121,0.097,0.11,0.1048,0.098,0.137,0.12140000000000001,0.296,0.328,0.31520000000000004,0.76,0.0008661157024793389,0.001003305785123967,0.002604958677685951,0.00628099173553719
1255,30,5.2,1.0,0.5,30,14,10.0,122,0.097,0.11,0.1048,0.097,0.136,0.12040000000000001,0.295,0.326,0.3136,0.753,0.000859016393442623,0.0009868852459016394,0.0025704918032786886,0.006172131147540984
1256,30,5.3,1.0,0.5,30,14,10.0,122,0.097,0.11,0.1048,0.097,0.136,0.12040000000000001,0.294,0.325,0.3126,0.751,0.000859016393442623,0.0009868852459016394,0.002562295081967213,0.0061557377049180325
1257,30,5.4,1.0,0.5,30,14,10.0,122,0.097,0.109,0.1042,0.097,0.136,0.12040000000000001,0.294,0.325,0.3126,0.75,0.0008540983606557377,0.0009868852459016394,0.002562295081967213,0.006147540983606557
1258,30,5.5,1.0,0.5,30,14,10.0,122,0.097,0.109,0.1042,0.097,0.135,0.1198,0.293,0.324,0.3116,0.748,0.0008540983606557377,0.0009819672131147542,0.002554098360655738,0.006131147540983607
1259,30,5.6,1.0,0.5,30,14,10.0,121,0.097,0.109,0.1042,0.098,0.136,0.12080000000000002,0.294,0.325,0.3126,0.752,0.0008611570247933885,0.0009983471074380167,0.002583471074380165,0.006214876033057851
1260,30,5.7,1.0,0.5,30,14,10.0,122,0.098,0.11,0.10520000000000002,0.097,0.135,0.1198,0.292,0.323,0.3106,0.746,0.0008622950819672132,0.0009819672131147542,0.002545901639344262,0.006114754098360656
1261,30,5.8,1.0,0.5,30,14,10.0,122,0.098,0.11,0.10520000000000002,0.097,0.135,0.1198,0.292,0.323,0.3106,0.744,0.0008622950819672132,0.0009819672131147542,0.002545901639344262,0.006098360655737705
1262,30,5.9,1.0,0.5,30,14,10.0,121,0.098,0.11,0.10520000000000002,0.097,0.135,0.1198,0.292,0.323,0.3106,0.749,0.0008694214876033059,0.0009900826446280991,0.0025669421487603305,0.0061900826446280996
1263,30,6.0,1.0,0.5,30,14,10.0,121,0.098,0.11,0.10520000000000002,0.097,0.135,0.1198,0.292,0.322,0.31,0.747,0.0008694214876033059,0.0009900826446280991,0.0025619834710743803,0.006173553719008264
1264,30,6.1,1.0,0.5,30,14,10.0,121,0.098,0.11,0.10520000000000002,0.096,0.135,0.1194,0.289,0.321,0.3082,0.745,0.0008694214876033059,0.0009867768595041323,0.0025471074380165287,0.00615702479338843
1265,30,6.2,1.0,0.5,30,14,10.0,121,0.098,0.11,0.10520000000000002,0.096,0.135,0.1194,0.288,0.319,0.3066,0.743,0.0008694214876033059,0.0009867768595041323,0.002533884297520661,0.006140495867768595
1266,30,6.3,1.0,0.5,30,14,10.0,121,0.098,0.11,0.10520000000000002,0.096,0.134,0.1188,0.286,0.318,0.3052,0.742,0.0008694214876033059,0.0009818181818181818,0.0025223140495867773,0.006132231404958678
1267,30,6.4,1.0,0.5,30,14,10.0,122,0.099,0.111,0.10619999999999999,0.096,0.133,0.1182,0.293,0.326,0.31279999999999997,0.73,0.0008704918032786884,0.0009688524590163934,0.0025639344262295078,0.005983606557377049
1268,30,6.5,1.0,0.5,30,14,10.0,122,0.099,0.111,0.10619999999999999,0.095,0.133,0.1178,0.283,0.314,0.3016,0.728,0.0008704918032786884,0.0009655737704918033,0.0024721311475409836,0.0059672131147540984
1269,30,6.6,1.0,0.5,30,14,10.0,121,0.099,0.111,0.10619999999999999,0.096,0.133,0.1182,0.283,0.314,0.3016,0.733,0.0008776859504132231,0.0009768595041322315,0.002492561983471074,0.006057851239669421
1270,30,6.7,1.0,0.5,30,14,10.0,123,0.099,0.111,0.10619999999999999,0.095,0.132,0.11720000000000001,0.279,0.31,0.29760000000000003,0.718,0.0008634146341463414,0.0009528455284552846,0.0024195121951219515,0.0058373983739837395
1271,30,6.8,1.0,0.5,30,14,10.0,122,0.099,0.11,0.1056,0.095,0.132,0.11720000000000001,0.278,0.309,0.2966,0.716,0.0008655737704918033,0.0009606557377049181,0.0024311475409836063,0.005868852459016393
1272,30,6.9,1.0,0.5,30,14,10.0,121,0.099,0.11,0.1056,0.095,0.133,0.1178,0.28,0.311,0.2986,0.728,0.0008727272727272727,0.0009735537190082644,0.002467768595041322,0.006016528925619834
1273,30,7.0,1.0,0.5,30,14,10.0,123,0.105,0.116,0.1116,0.094,0.131,0.1162,0.275,0.306,0.29359999999999997,0.705,0.0009073170731707318,0.0009447154471544715,0.002386991869918699,0.005731707317073171
1274,30,7.1,1.0,0.5,30,14,10.0,123,0.105,0.116,0.1116,0.094,0.131,0.1162,0.274,0.305,0.2926,0.703,0.0009073170731707318,0.0009447154471544715,0.002378861788617886,0.005715447154471544
1275,30,7.2,1.0,0.5,30,14,10.0,199,0.073,0.082,0.0784,0.074,0.096,0.0872,0.201,0.219,0.2118,0.318,0.00039396984924623115,0.00043819095477386937,0.0010643216080402009,0.0015979899497487438
1276,30,7.3,1.0,0.5,30,14,10.0,199,0.072,0.082,0.078,0.074,0.095,0.0866,0.201,0.218,0.2112,0.317,0.0003919597989949749,0.0004351758793969849,0.0010613065326633166,0.001592964824120603
1277,30,7.4,1.0,0.5,30,14,10.0,199,0.072,0.081,0.0774,0.074,0.095,0.0866,0.2,0.218,0.21080000000000002,0.316,0.0003889447236180904,0.0004351758793969849,0.0010592964824120603,0.0015879396984924622
1278,30,7.5,1.0,0.5,30,14,10.0,199,0.072,0.081,0.0774,0.073,0.095,0.0862,0.199,0.217,0.2098,0.315,0.0003889447236180904,0.00043316582914572864,0.0010542713567839195,0.0015829145728643217
1279,30,7.6,1.0,0.5,30,14,10.0,199,0.072,0.081,0.0774,0.073,0.095,0.0862,0.199,0.216,0.2092,0.314,0.0003889447236180904,0.00043316582914572864,0.0010512562814070352,0.0015778894472361809
1280,30,7.7,1.0,0.5,30,14,10.0,200,0.073,0.081,0.0778,0.073,0.095,0.0862,0.198,0.215,0.2082,0.312,0.00038899999999999997,0.000431,0.001041,0.00156
1281,30,7.8,1.0,0.5,30,14,10.0,200,0.072,0.081,0.0774,0.073,0.094,0.0856,0.197,0.215,0.2078,0.311,0.000387,0.000428,0.001039,0.001555
1282,30,7.9,1.0,0.5,30,14,10.0,200,0.072,0.081,0.0774,0.073,0.094,0.0856,0.196,0.214,0.20679999999999998,0.31,0.000387,0.000428,0.001034,0.00155
1283,30,8.0,1.0,0.5,30,14,10.0,199,0.072,0.081,0.0774,0.073,0.094,0.0856,0.196,0.213,0.2062,0.309,0.0003889447236180904,0.0004301507537688442,0.001036180904522613,0.0015527638190954774
1284,30,8.1,1.0,0.5,30,14,10.0,199,0.072,0.081,0.0774,0.072,0.094,0.0852,0.195,0.213,0.2058,0.308,0.0003889447236180904,0.0004281407035175879,0.0010341708542713568,0.0015477386934673366
1285,30,8.2,1.0,0.5,30,14,10.0,199,0.072,0.081,0.0774,0.072,0.094,0.0852,0.194,0.212,0.20479999999999998,0.308,0.0003889447236180904,0.0004281407035175879,0.001029145728643216,0.0015477386934673366
1286,30,8.3,1.0,0.5,30,14,10.0,199,0.072,0.08,0.07680000000000001,0.072,0.094,0.0852,0.194,0.211,0.2042,0.307,0.00038592964824120607,0.0004281407035175879,0.0010261306532663315,0.001542713567839196
1287,30,8.4,1.0,0.5,30,14,10.0,200,0.073,0.081,0.0778,0.072,0.093,0.0846,0.193,0.21,0.2032,0.304,0.00038899999999999997,0.000423,0.001016,0.0015199999999999999
1288,30,8.5,1.0,0.5,30,14,10.0,200,0.073,0.08,0.0772,0.072,0.093,0.0846,0.217,0.236,0.2284,0.304,0.000386,0.000423,0.001142,0.0015199999999999999
1289,30,8.6,1.0,0.5,30,14,10.0,200,0.073,0.08,0.0772,0.072,0.093,0.0846,0.192,0.209,0.2022,0.303,0.000386,0.000423,0.001011,0.0015149999999999999
1290,30,8.7,1.0,0.5,30,14,10.0,200,0.072,0.08,0.07680000000000001,0.072,0.093,0.0846,0.192,0.208,0.2016,0.302,0.000384,0.000423,0.001008,0.00151
1291,30,8.8,1.0,0.5,30,14,10.0,200,0.072,0.08,0.07680000000000001,0.071,0.093,0.0842,0.191,0.208,0.2012,0.301,0.000384,0.000421,0.001006,0.001505
1292,30,8.9,1.0,0.5,30,14,10.0,200,0.072,0.08,0.07680000000000001,0.071,0.092,0.0836,0.19,0.207,0.2002,0.3,0.000384,0.00041799999999999997,0.001001,0.0015
1293,30,9.0,1.0,0.5,30,14,10.0,200,0.072,0.08,0.07680000000000001,0.071,0.092,0.0836,0.19,0.206,0.1996,0.299,0.000384,0.00041799999999999997,0.000998,0.001495
1294,30,9.1,1.0,0.5,30,14,10.0,201,0.073,0.081,0.0778,0.071,0.092,0.0836,0.188,0.205,0.1982,0.294,0.0003870646766169154,0.0004159203980099502,0.0009860696517412935,0.001462686567164179
1295,30,9.2,1.0,0.5,30,14,10.0,201,0.073,0.08,0.0772,0.071,0.091,0.08299999999999999,0.187,0.204,0.1972,0.293,0.0003840796019900498,0.00041293532338308454,0.000981094527363184,0.0014577114427860695
1296,30,9.3,1.0,0.5,30,14,10.0,201,0.073,0.08,0.0772,0.071,0.091,0.08299999999999999,0.187,0.203,0.1966,0.292,0.0003840796019900498,0.00041293532338308454,0.0009781094527363185,0.0014527363184079602
1297,30,9.4,1.0,0.5,30,14,10.0,201,0.073,0.08,0.0772,0.07,0.091,0.0826,0.186,0.203,0.1962,0.291,0.0003840796019900498,0.00041094527363184084,0.0009761194029850747,0.0014477611940298507
1298,30,9.5,1.0,0.5,30,14,10.0,201,0.073,0.08,0.0772,0.07,0.091,0.0826,0.186,0.202,0.1956,0.29,0.0003840796019900498,0.00041094527363184084,0.000973134328358209,0.0014427860696517411
1299,30,9.6,1.0,0.5,30,14,10.0,201,0.072,0.08,0.07680000000000001,0.07,0.091,0.0826,0.185,0.201,0.1946,0.289,0.000382089552238806,0.00041094527363184084,0.0009681592039800994,0.0014378109452736318
1300,30,9.7,1.0,0.5,30,14,10.0,185,0.067,0.074,0.0712,0.073,0.095,0.0862,0.194,0.212,0.20479999999999998,0.332,0.00038486486486486484,0.0004659459459459459,0.001107027027027027,0.0017945945945945947
1301,30,9.8,1.0,0.5,30,14,10.0,185,0.067,0.073,0.0706,0.073,0.095,0.0862,0.193,0.211,0.20379999999999998,0.331,0.0003816216216216216,0.0004659459459459459,0.0011016216216216215,0.0017891891891891893
1302,30,9.9,1.0,0.5,30,14,10.0,185,0.066,0.073,0.0702,0.073,0.095,0.0862,0.192,0.21,0.2028,0.33,0.0003794594594594594,0.0004659459459459459,0.0010962162162162163,0.001783783783783784
1303,30,10.0,1.0,0.5,30,14,10.0,185,0.066,0.073,0.0702,0.073,0.095,0.0862,0.192,0.21,0.2028,0.329,0.0003794594594594594,0.0004659459459459459,0.0010962162162162163,0.0017783783783783785
1304,30,10.1,1.0,0.5,30,14,10.0,185,0.066,0.073,0.0702,0.072,0.094,0.0852,0.191,0.209,0.20179999999999998,0.328,0.0003794594594594594,0.00046054054054054056,0.0010908108108108106,0.001772972972972973
1305,30,10.2,1.0,0.5,30,14,10.0,185,0.066,0.073,0.0702,0.072,0.094,0.0852,0.191,0.208,0.2012,0.327,0.0003794594594594594,0.00046054054054054056,0.0010875675675675676,0.0017675675675675677
1306,30,10.3,1.0,0.5,30,14,10.0,185,0.066,0.073,0.0702,0.072,0.094,0.0852,0.19,0.207,0.2002,0.326,0.0003794594594594594,0.00046054054054054056,0.0010821621621621622,0.0017621621621621622
1307,30,10.4,1.0,0.5,30,14,10.0,212,0.076,0.088,0.0832,0.067,0.087,0.079,0.174,0.19,0.18359999999999999,0.256,0.00039245283018867925,0.00037264150943396224,0.0008660377358490565,0.0012075471698113208
1308,30,10.5,1.0,0.5,30,14,10.0,212,0.077,0.088,0.0836,0.067,0.086,0.0784,0.174,0.189,0.183,0.255,0.00039433962264150943,0.00036981132075471695,0.0008632075471698113,0.0012028301886792454
1309,30,10.6,1.0,0.5,30,14,10.0,212,0.074,0.086,0.0812,0.067,0.086,0.0784,0.173,0.188,0.182,0.255,0.00038301886792452825,0.00036981132075471695,0.0008584905660377358,0.0012028301886792454
1310,30,10.7,1.0,0.5,30,14,10.0,212,0.074,0.085,0.0806,0.067,0.086,0.0784,0.172,0.188,0.18159999999999998,0.254,0.00038018867924528307,0.00036981132075471695,0.0008566037735849056,0.0011981132075471698
1311,30,10.8,1.0,0.5,30,14,10.0,212,0.068,0.079,0.0746,0.067,0.086,0.0784,0.172,0.187,0.181,0.253,0.0003518867924528302,0.00036981132075471695,0.0008537735849056603,0.0011933962264150944
1312,30,10.9,1.0,0.5,30,14,10.0,212,0.071,0.082,0.0776,0.067,0.086,0.0784,0.171,0.186,0.18,0.252,0.0003660377358490566,0.00036981132075471695,0.0008490566037735849,0.001188679245283019
1313,30,11.0,1.0,0.5,30,14,10.0,211,0.069,0.08,0.0756,0.066,0.086,0.078,0.171,0.186,0.18,0.251,0.00035829383886255926,0.0003696682464454976,0.0008530805687203792,0.0011895734597156399
1314,30,11.1,1.0,0.5,30,14,10.0,213,0.072,0.082,0.078,0.066,0.085,0.07740000000000001,0.169,0.184,0.178,0.247,0.00036619718309859154,0.0003633802816901409,0.0008356807511737088,0.0011596244131455399
1315,30,11.2,1.0,0.5,30,14,10.0,213,0.074,0.085,0.0806,0.066,0.085,0.07740000000000001,0.169,0.184,0.178,0.246,0.00037840375586854465,0.0003633802816901409,0.0008356807511737088,0.0011549295774647887
1316,30,11.3,1.0,0.5,30,14,10.0,213,0.073,0.084,0.0796,0.066,0.085,0.07740000000000001,0.168,0.183,0.177,0.245,0.00037370892018779347,0.0003633802816901409,0.0008309859154929577,0.0011502347417840376
1317,30,11.4,1.0,0.5,30,14,10.0,213,0.071,0.082,0.0776,0.066,0.085,0.07740000000000001,0.167,0.182,0.176,0.244,0.0003643192488262911,0.0003633802816901409,0.0008262910798122065,0.0011455399061032863
1318,30,11.5,1.0,0.5,30,14,10.0,213,0.075,0.086,0.08159999999999999,0.066,0.084,0.07680000000000001,0.167,0.182,0.176,0.243,0.0003830985915492957,0.0003605633802816902,0.0008262910798122065,0.0011408450704225351
1319,30,11.6,1.0,0.5,30,14,10.0,213,0.07,0.08,0.07600000000000001,0.065,0.084,0.0764,0.166,0.181,0.175,0.242,0.0003568075117370893,0.00035868544600938966,0.0008215962441314554,0.001136150234741784
1320,30,11.7,1.0,0.5,30,14,10.0,215,0.074,0.085,0.0806,0.065,0.084,0.0764,0.165,0.179,0.1734,0.238,0.00037488372093023257,0.00035534883720930233,0.0008065116279069767,0.0011069767441860465
1321,30,11.8,1.0,0.5,30,14,10.0,215,0.073,0.084,0.0796,0.065,0.083,0.0758,0.164,0.179,0.173,0.237,0.0003702325581395349,0.00035255813953488375,0.0008046511627906976,0.0011023255813953489
1322,30,11.9,1.0,0.5,30,14,10.0,215,0.075,0.086,0.08159999999999999,0.065,0.083,0.0758,0.163,0.178,0.172,0.236,0.0003795348837209302,0.00035255813953488375,0.0007999999999999999,0.001097674418604651
1323,30,12.0,1.0,0.5,30,14,10.0,215,0.075,0.086,0.08159999999999999,0.065,0.083,0.0758,0.163,0.177,0.1714,0.236,0.0003795348837209302,0.00035255813953488375,0.0007972093023255813,0.001097674418604651
1324,30,12.1,1.0,0.5,30,14,10.0,215,0.072,0.082,0.078,0.065,0.083,0.0758,0.162,0.177,0.17099999999999999,0.235,0.0003627906976744186,0.00035255813953488375,0.0007953488372093023,0.0010930232558139534
1325,30,12.2,1.0,0.5,30,14,10.0,215,0.069,0.079,0.075,0.064,0.083,0.07540000000000001,0.161,0.176,0.16999999999999998,0.234,0.0003488372093023256,0.0003506976744186047,0.0007906976744186045,0.001088372093023256
1326,30,12.3,1.0,0.5,30,14,10.0,214,0.068,0.079,0.0746,0.064,0.083,0.07540000000000001,0.16,0.175,0.16899999999999998,0.233,0.0003485981308411215,0.0003523364485981309,0.0007897196261682242,0.001088785046728972
1327,30,12.4,1.0,0.5,30,14,10.0,216,0.07,0.079,0.0754,0.064,0.082,0.0748,0.159,0.174,0.16799999999999998,0.229,0.0003490740740740741,0.0003462962962962963,0.0007777777777777777,0.0010601851851851853
1328,30,12.5,1.0,0.5,30,14,10.0,216,0.071,0.08,0.0764,0.064,0.082,0.0748,0.158,0.173,0.16699999999999998,0.228,0.0003537037037037037,0.0003462962962962963,0.000773148148148148,0.0010555555555555557
1329,30,12.6,1.0,0.5,30,14,10.0,216,0.07,0.079,0.0754,0.064,0.082,0.0748,0.158,0.172,0.1664,0.227,0.0003490740740740741,0.0003462962962962963,0.0007703703703703704,0.0010509259259259259
1330,30,12.7,1.0,0.5,30,14,10.0,216,0.072,0.082,0.078,0.064,0.082,0.0748,0.157,0.172,0.16599999999999998,0.226,0.0003611111111111111,0.0003462962962962963,0.0007685185185185184,0.0010462962962962963
1331,30,12.8,1.0,0.5,30,14,10.0,216,0.07,0.078,0.0748,0.063,0.081,0.0738,0.156,0.171,0.165,0.226,0.0003462962962962963,0.0003416666666666667,0.0007638888888888889,0.0010462962962962963
1332,30,12.9,1.0,0.5,30,14,10.0,216,0.07,0.079,0.0754,0.063,0.081,0.0738,0.156,0.17,0.16440000000000002,0.225,0.0003490740740740741,0.0003416666666666667,0.0007611111111111112,0.0010416666666666667
1333,30,13.0,1.0,0.5,30,14,10.0,218,0.069,0.079,0.075,0.063,0.081,0.0738,0.154,0.169,0.163,0.22,0.0003440366972477064,0.0003385321100917431,0.0007477064220183487,0.0010091743119266055
1334,30,13.1,1.0,0.5,30,14,10.0,218,0.069,0.079,0.075,0.063,0.08,0.0732,0.154,0.168,0.1624,0.22,0.0003440366972477064,0.00033577981651376147,0.0007449541284403669,0.0010091743119266055
1335,30,13.2,1.0,0.5,30,14,10.0,218,0.068,0.078,0.07400000000000001,0.063,0.08,0.0732,0.153,0.168,0.162,0.219,0.0003394495412844037,0.00033577981651376147,0.0007431192660550459,0.0010045871559633027
1336,30,13.3,1.0,0.5,30,14,10.0,218,0.07,0.081,0.0766,0.063,0.08,0.0732,0.153,0.167,0.1614,0.218,0.0003513761467889908,0.00033577981651376147,0.0007403669724770642,0.001
1337,30,13.4,1.0,0.5,30,14,10.0,218,0.071,0.082,0.0776,0.062,0.08,0.0728,0.153,0.166,0.1608,0.217,0.0003559633027522936,0.0003339449541284404,0.0007376146788990826,0.0009954128440366973
1338,30,13.5,1.0,0.5,30,14,10.0,218,0.071,0.082,0.0776,0.062,0.08,0.0728,0.152,0.166,0.16040000000000001,0.217,0.0003559633027522936,0.0003339449541284404,0.0007357798165137615,0.0009954128440366973
1339,30,13.6,1.0,0.5,30,14,10.0,243,0.067,0.078,0.0736,0.061,0.075,0.0694,0.142,0.154,0.1492,0.176,0.00030288065843621397,0.00028559670781893004,0.0006139917695473251,0.0007242798353909465
1340,30,13.7,1.0,0.5,30,14,10.0,245,0.068,0.079,0.0746,0.061,0.074,0.0688,0.141,0.153,0.1482,0.173,0.00030448979591836736,0.00028081632653061226,0.0006048979591836734,0.0007061224489795918
1341,30,13.8,1.0,0.5,30,14,10.0,245,0.068,0.079,0.0746,0.061,0.074,0.0688,0.14,0.152,0.1472,0.172,0.00030448979591836736,0.00028081632653061226,0.0006008163265306122,0.0007020408163265306
1342,30,13.9,1.0,0.5,30,14,10.0,245,0.068,0.079,0.0746,0.061,0.074,0.0688,0.14,0.151,0.1466,0.172,0.00030448979591836736,0.00028081632653061226,0.0005983673469387755,0.0007020408163265306
